"","logFC","AveExpr","t","P.Value","adj.P.Val","B","deltaBeta","CpG"
"cg04468671",-0.428958058669602,-0.605785694105543,-3.10465764430324,0.0143913856969579,0.0152064053737224,-4.16956980806454,-0.18307022207416,"cg04468671"
"cg16751357",-0.915765521340393,-0.968932901401484,-3.10289525284449,0.0144300300075869,0.0152468842103348,-4.17236165855416,0.204870270030145,"cg16751357"
"cg14971320",-0.626657844382743,-0.559451742873541,-3.10186930234325,0.0144525761741293,0.0152703875880957,-4.17398696095713,0.106226993674092,"cg14971320"
"cg12847793",0.602521180086521,0.785542869455171,3.09851368895122,0.0145265762823211,0.01534764862266,-4.17930324010063,0.122869874317847,"cg12847793"
"cg11710152",-0.645649392625944,-0.610786162953498,-3.09849179892981,0.0145270603130732,0.0153481243808384,-4.17933792205745,0.118017405979185,"cg11710152"
"cg10430077",-0.654584442501019,-0.366631210028606,-3.09627661446363,0.0145761296045674,0.0153993593028972,-4.1828477149607,-0.163147648406644,"cg10430077"
"cg16186435",0.500543459478313,0.519907928841469,3.08365823325403,0.014858966600993,0.0156944905578359,-4.20284485062005,0.114971833966795,"cg16186435"
"cg12185975",0.75469205912475,1.19389566821529,3.08362574250157,0.0148597022269269,0.0156952311214751,-4.20289634994636,0.144467416872032,"cg12185975"
"cg00326908",-0.876455474090079,-0.557574340195772,-3.08357927196256,0.0148607544365351,0.0156962696363964,-4.20297000795372,0.166103914038195,"cg00326908"
"cg16960758",0.491672924847959,0.460559542644914,3.06677342704535,0.0152464310647111,0.016098287378732,-4.22961419924625,0.100046349777551,"cg16960758"
"cg13541527",-0.643038626344565,-0.632417181918791,-3.06539056206684,0.0152786282779096,0.016131909255449,-4.23180714296985,0.124832983379963,"cg13541527"
"cg00623200",0.539888650049994,0.622793993541467,3.06470678038774,0.0152945749665934,0.0161485217436291,-4.23289151144312,-0.157054285179483,"cg00623200"
"cg05457730",2.5928578549331,2.6854605509753,3.04730289950764,0.0157063580264313,0.0165779499398636,-4.26049764156614,0.104458470489058,"cg05457730"
"cg15174906",-0.577732926164827,-0.784795139177567,-3.04643709645593,0.0157271428789692,0.0165994647216518,-4.26187129463115,-0.16142438342324,"cg15174906"
"cg15234492",-0.744837552597019,-1.03606880277788,-3.03389122815718,0.0160315647380856,0.016916534499301,-4.28177931169334,0.179126434106378,"cg15234492"
"cg09882901",0.56308021685322,0.621255302672617,3.02181516575759,0.0163303918775851,0.017227503507411,-4.30094724606976,0.110558218599671,"cg09882901"
"cg18908811",0.798067968426122,0.592120552947363,3.0216791758565,0.0163337898606507,0.0172310082748626,-4.30116312747795,-0.101420679465392,"cg18908811"
"cg04275362",0.469861137653963,0.498908064557804,3.01581454067411,0.0164810327033502,0.0173840019984748,-4.31047372565378,0.114344507974087,"cg04275362"
"cg13008339",-2.41477943224322,-2.59950662986337,-2.99706341340079,0.0169611607184797,0.0178831820445964,-4.34025026658274,0.125844660765951,"cg13008339"
"cg22940798",-0.382857028715173,-0.531635767268556,-2.9968342651745,0.0169671173661757,0.0178892552734436,-4.34061421918584,0.123531949326945,"cg22940798"
"cg16265542",0.808099134160328,1.12745406714549,2.99445903097563,0.0170289893431919,0.0179535748365556,-4.34438686055851,0.110332578541544,"cg16265542"
"cg10948827",0.488618891719242,0.471049246908384,2.99154242239965,0.0171052847568784,0.0180329265292771,-4.34901961055324,0.117250879165581,"cg10948827"
"cg10167512",0.434781189819062,0.470855992822934,2.99141050605404,0.0171087439456289,0.0180365315329132,-4.34922915283152,0.101587862223935,"cg10167512"
"cg09328362",0.701184296307604,0.850359995198617,2.98431558527801,0.0172958674891905,0.0182310997224411,-4.36049981092076,0.108931722726024,"cg09328362"
"cg15713058",0.535679422696043,0.727548130827253,2.98349017645719,0.0173177748936141,0.0182541071587101,-4.36181111002418,0.17774839027551,"cg15713058"
"cg24279744",0.437404883204323,0.558273619380465,2.98220603001949,0.0173519151754293,0.0182896273546845,-4.36385122807704,0.11885169331037,"cg24279744"
"cg20627988",0.605651452806286,0.718819319333314,2.97997523111005,0.0174113896516358,0.0183514658165614,-4.36739539795831,0.114939150127062,"cg20627988"
"cg06276088",0.448141189347884,0.732049105796234,2.97845915171157,0.0174519302258186,0.0183935562767103,-4.36980413919614,0.114038063659058,"cg06276088"
"cg18712809",-0.397028845532204,-0.448852066019164,-2.97802799342181,0.0174634774900878,0.0184055560780016,-4.37048917331676,0.14460643103799,"cg18712809"
"cg19736968",-0.560019342630484,-0.498469558814129,-2.97581743802398,0.0175228054042143,0.0184671435937366,-4.37400143310792,0.106215222142876,"cg19736968"
"cg22039357",-0.777220497508294,-0.994249531383708,-2.97575838018727,0.0175243932970758,0.0184687742923245,-4.37409526945778,0.148098592080664,"cg22039357"
"cg23482259",-0.381729122780732,-0.446376964361811,-2.97560170417622,0.0175286065826968,0.0184731718508454,-4.37434421070776,0.168457043858488,"cg23482259"
"cg03191384",0.427560020752408,0.438045782955213,2.97557498942392,0.0175293250931234,0.0184738862991348,-4.37438665762769,0.113724521863601,"cg03191384"
"cg14438453",-0.474354001591188,-0.517423324561982,-2.97542998313387,0.0175332256646977,0.0184779542616863,-4.37461705764041,0.154426078456484,"cg14438453"
"cg11347531",0.778184944641434,0.934753697291906,2.97539842545154,0.0175340746646647,0.0184788062158762,-4.3746671996115,0.139012976386847,"cg11347531"
"cg17761772",0.404492472437358,0.385247690363416,2.97516339675562,0.0175403990134879,0.018485428512039,-4.37504063731632,0.11951102193323,"cg17761772"
"cg27048432",1.08010160776161,2.20703296350489,2.96293135408764,0.0178728440354216,0.0188315111619133,-4.3944781420768,0.137616320023409,"cg27048432"
"cg20813374",-0.42793439771342,-0.524123843517086,-2.94655394646986,0.0183282347324875,0.0193050262422011,-4.42050859393235,0.305041642494023,"cg20813374"
"cg21152981",1.6647356247576,2.21135917602901,2.94130743522587,0.0184766545716853,0.0194589240613141,-4.42884873003505,0.127424431934681,"cg21152981"
"cg20145598",1.06320986458525,1.06058165809384,2.93953928447087,0.0185269548716171,0.0195111760373166,-4.43165960743654,0.107920308997612,"cg20145598"
"cg15923484",-0.805153266109467,-0.591165759542011,-2.93916686460299,0.0185375675710177,0.0195221718215663,-4.43225166162146,0.135274906725226,"cg15923484"
"cg27375561",0.460313511999589,0.453552596616919,2.9391332434721,0.0185385259693707,0.0195231359471074,-4.4323051109264,0.108351870253976,"cg27375561"
"cg24836242",0.452323301149709,0.34474009121049,2.93882398624497,0.0185473440169705,0.0195323771364885,-4.43279675471343,0.177294014075573,"cg24836242"
"cg22966302",0.379084127349929,0.384337357738285,2.93880443697908,0.018547901583877,0.0195329191156773,-4.43282783335761,0.110386766476772,"cg22966302"
"cg17529386",2.03619115866783,2.13304572142712,2.93853554580203,0.0185555724262694,0.0195409521129764,-4.43325530662675,0.179369712903855,"cg17529386"
"cg12192566",-0.584035309486902,-0.629821994110602,-2.93849144438925,0.0185568308516959,0.0195422285435843,-4.43332541756504,0.103385251785109,"cg12192566"
"cg11524400",1.12801988688128,1.60867232136954,2.93849005944301,0.0185568703723081,0.0195422285435843,-4.43332761930649,0.131517807495931,"cg11524400"
"cg25436886",-1.50809343024342,-1.70658101183986,-2.92794529457162,0.0188603210039846,0.0198580701348402,-4.45009242679929,0.128768236043854,"cg25436886"
"cg02339888",0.59637028729562,0.507554533837798,2.92686812596274,0.0188916075820497,0.0198906897070684,-4.45180510356276,0.139195985692912,"cg02339888"
"cg25325636",0.632167417002712,0.720636842240437,2.9188163381908,0.0191271852133291,0.0201346266339466,-4.46460793895663,0.156334966469635,"cg25325636"
"cg06488671",0.375317366254269,0.409813414798882,2.91878906637828,0.0191279882831656,0.0201354254275804,-4.46465130470194,0.118924463245461,"cg06488671"
"cg12857652",-0.404056125019708,-0.204876252211593,-2.91868655494486,0.0191310072379465,0.0201385568037893,-4.46481431138656,0.121229929507989,"cg12857652"
"cg03765885",0.895339518849231,0.886455221662458,2.91868280012453,0.0191311178265312,0.0201386182188742,-4.4648202820489,0.113970384375435,"cg03765885"
"cg25468005",0.662661955569422,0.729471759200994,2.91209968915728,0.0193260294438966,0.0203411211085596,-4.47528865465751,0.152565006326383,"cg25468005"
"cg09028383",-0.421493598071533,-0.462303531371331,-2.90551747871012,0.0195229732796211,0.0205457483895771,-4.48575626596249,0.135906058748258,"cg09028383"
"cg16009311",0.721867149111784,0.87408354057288,2.9011142464298,0.0196558808354316,0.0206839925090388,-4.49275902241614,0.139590210349483,"cg16009311"
"cg22807585",-3.07509584729495,-2.82457101384849,-2.89654941421385,0.0197946561515191,0.0208284853989508,-4.50001905726526,0.140395820193382,"cg22807585"
"cg11842367",0.503562382723099,0.72414833852171,2.89629632054373,0.0198023800785248,0.0208365645529398,-4.5004215922545,0.119823965388135,"cg11842367"
"cg02014853",-0.51687040977885,-0.604739788766053,-2.86734919375467,0.0207067075242986,0.0217759365910826,-4.54646534362411,0.133251812282052,"cg02014853"
"cg24331317",1.16063294192944,0.931033998883033,2.86243909492458,0.020864291847708,0.0219399343224267,-4.55427613821848,0.133679859991509,"cg24331317"
"cg15600915",0.624403039586576,0.785179216720839,2.82872085397681,0.0219804720426999,0.0231000476770398,-4.60791657275437,-0.101450468719253,"cg15600915"
"cg02303933",-0.421440784250118,-0.373987159226842,-2.80514717773275,0.0227973122933451,0.0239477652535548,-4.64541869185382,-0.104706462179224,"cg02303933"
"cg07519471",-0.400083393506348,-0.445927971164611,-2.80477004151338,0.0228106317821489,0.0239614250544134,-4.64601864116225,-0.173341390721866,"cg07519471"
"cg04842136",-0.396992937203475,-0.433497162353775,-2.79880009624139,0.0230225469841511,0.024181575471952,-4.65551553685198,-0.128592291024533,"cg04842136"
"cg07179000",0.875798470176281,1.72031319328502,2.78885596381429,0.023380049847368,0.0245533927589582,-4.67133396229549,-0.112404672288076,"cg07179000"
"cg04792330",-1.03607769941575,-1.35696167196746,-2.78401013957691,0.0235563305456605,0.02473617989026,-4.6790420597591,-0.106957966092284,"cg04792330"
"cg21033861",-0.757159974219953,-0.397029787004983,-2.75075489153738,0.0248035874332932,0.0260277103432234,-4.73193270344519,0.123522446358938,"cg21033861"
"cg12209946",-0.557120540701812,-0.695352572134309,-2.75044667608958,0.0248154596916067,0.0260401084865678,-4.73242282849841,0.153526405002969,"cg12209946"
"cg01385412",0.9745731447682,1.02297021625069,2.75028471584112,0.0248217006361779,0.026046597365958,-4.73268037748924,0.113087203737919,"cg01385412"
"cg09701000",0.531118826607049,0.545389290959705,2.75015886814875,0.0248265511405291,0.0260516271633802,-4.73288050003103,0.116934402130756,"cg09701000"
"cg23018755",-0.545681453779031,-0.748162152722387,-2.75015731166493,0.0248266111376497,0.0260516300524863,-4.73288297514424,0.121396240616843,"cg23018755"
"cg09469223",0.602324560228398,0.832515674776584,2.74429219721902,0.025053752985854,0.0262871310170219,-4.74220935378436,-0.14257519233437,"cg09469223"
"cg03258139",0.592907582645608,0.4386553484967,2.73115295898738,0.0255703872983052,0.0268235094414768,-4.76310029885577,0.104814818466625,"cg03258139"
"cg25017403",2.0886438648567,2.40871261120932,2.7298493101499,0.0256222399032545,0.0268772217009403,-4.76517286598228,0.105004051332134,"cg25017403"
"cg15002163",0.370295288757252,0.416207227596134,2.67224022881563,0.0280247220575666,0.0293647540324695,-4.85671745649352,0.142322666018977,"cg15002163"
"cg27313566",0.575252016332478,0.821852956648322,2.67175356486275,0.0280459721961341,0.0293867496298673,-4.85749037105411,0.125137348067065,"cg27313566"
"cg08199133",-0.442258360731789,-0.285221832282447,-2.66289239339943,0.0284357907887447,0.0297892370832207,-4.87156212654386,0.103001956657666,"cg08199133"
"cg05339633",0.414457733989157,0.512540376657051,2.66073970934798,0.028531325188708,0.0298879426069667,-4.87498021141296,-0.248550503980776,"cg05339633"
"cg18442632",-0.373973671856392,-0.404932031769841,-2.64727860333498,0.0291362070843528,0.0305140702380672,-4.89635007468557,0.119590516440551,"cg18442632"
"cg07856962",0.820059745223459,0.888829929277459,2.64332032946754,0.0293165562033674,0.0307008286447258,-4.90263256914242,0.193201816125318,"cg07856962"
"cg04642306",-0.372117514818617,-0.28177114620077,-2.62306601903314,0.0302573984741015,0.0316737783455361,-4.93476932016804,0.112643705198016,"cg04642306"
"cg17574911",-0.43521121065095,-0.486109385364578,-2.61501745130933,0.0306397709320012,0.0320687390446227,-4.94753450578841,-0.112862980550042,"cg17574911"
"cg11008866",-1.02320147330339,-0.967667259349211,-2.59761888180538,0.0314832717834426,0.0329403668899159,-4.97511808649433,0.140478752993806,"cg11008866"
"cg14642338",1.66271904912259,1.63908342982359,2.59126841966406,0.0317970109480448,0.0332648025724091,-4.98518215830396,0.151382785216506,"cg14642338"
"cg04376312",-0.416263473260247,-0.315835091551022,-2.59011389362096,0.0318543904801806,0.0333241413823503,-4.98701159187572,-0.111176464083913,"cg04376312"
"cg14752227",1.54892593304336,1.69896231746012,2.58261278822664,0.0322297690789265,0.0337117252588536,-4.99889586612785,-0.11666498452857,"cg14752227"
"cg26174215",0.718995666178071,0.840205058447531,2.57791048741816,0.0324673796580222,0.033957451732673,-5.00634427513198,-0.106536844784921,"cg26174215"
"cg08098382",-0.33959498604909,-0.504333402618034,-2.56110062908857,0.0333314612029491,0.0348518987283046,-5.03296032130872,0.110220886792093,"cg08098382"
"cg03978579",-0.421155605444033,-0.275931378534148,-2.54577719253548,0.034139491836091,0.0356869491004403,-5.05720754840075,0.186027694919036,"cg03978579"
"cg05028555",0.915012225478841,0.963080889796382,2.52526852937844,0.0352521641750392,0.0368382100409781,-5.08963517526753,-0.139899747912092,"cg05028555"
"cg04012535",-0.446832972899529,-0.229945209129347,-2.52005086232941,0.035541065675385,0.0371363576722758,-5.09788045720758,0.155306652719163,"cg04012535"
"cg09950688",0.340660058807628,0.284745875792927,2.50998960096603,0.0361049488312242,0.0377174976428841,-5.11377423133624,-0.134270733759034,"cg09950688"
"cg01256539",0.499926846115421,0.380555520707368,2.48298456922647,0.0376636446555481,0.0393246864225039,-5.15639530477418,0.217055711385171,"cg01256539"
"cg19827787",0.458344474787768,0.343231215389975,2.4827389932355,0.0376781269789283,0.0393395366833072,-5.15678261777063,0.186189013046307,"cg19827787"
"cg05367885",0.345074495902053,0.375137778727588,2.48200377865043,0.0377215183627002,0.0393842992655092,-5.15794213978253,0.112795435265034,"cg05367885"
"cg06699564",-0.843269298397161,-0.819246965944118,-2.48196772395425,0.0377236475615774,0.0393864319607106,-5.157999001221,0.264876702846789,"cg06699564"
"cg00771483",1.7563746288268,2.81856697549917,2.48123581159666,0.037766896691683,0.039431225578674,-5.15915326807042,0.159157694075596,"cg00771483"
"cg12860109",0.673035596500406,0.710430460120276,2.48069984391083,0.0377985991210264,0.0394638724036293,-5.15999849067255,0.242169540464011,"cg12860109"
"cg15013496",-0.42215669849026,-0.35379515030804,-2.48044479058427,0.0378136949411166,0.0394794521504099,-5.16040070203359,0.182327998564487,"cg15013496"
"cg04728402",0.607165550020181,0.845988718898704,2.47946277301206,0.0378718744510466,0.0395391967818825,-5.16194926281258,0.114800012387755,"cg04728402"
"cg00959259",0.486267257778158,0.536309988701861,2.47886794441598,0.0379071589840867,0.0395753084229504,-5.16288721891214,0.107449522726579,"cg00959259"
"cg02724472",0.384817006553018,0.376774392579157,2.47828571705831,0.0379417282003096,0.0396111262923449,-5.16380527575117,0.197622675696476,"cg02724472"
"cg21094949",-0.318342198799268,-0.193796223677807,-2.47210623130458,0.0383105985250183,0.0399926485536159,-5.17354731504362,0.127245069332654,"cg21094949"
"cg02174634",-1.04342656796972,-1.20468352351153,-2.42737956605773,0.0410906075843724,0.042859421982275,-5.24395679048,-0.125326591824906,"cg02174634"
"cg04693256",0.35962628700787,0.324121270553271,2.4119672616923,0.0420949416714929,0.043894816353651,-5.26817431425862,0.116151458035531,"cg04693256"
"cg26588194",-0.388956943917629,-0.186366105951823,-2.4109411881391,0.0421626753779864,0.0439647410368918,-5.26978572909524,-0.314960677824955,"cg26588194"
